holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,month,weekday,hour
,259.43,0.0,0.0,75,Clouds,March,Monday,14
,260.02,0.0,0.0,90,Clouds,March,Monday,15
,260.15,0.0,0.0,90,Clouds,March,Monday,16
,260.29,0.0,0.0,90,Clouds,March,Monday,17
,260.15,0.0,0.0,90,Clouds,March,Monday,18
,259.9,0.0,0.0,90,Clouds,March,Monday,19
,259.53,0.0,0.0,90,Clouds,March,Monday,20
,259.4,0.0,0.0,90,Clouds,March,Monday,21
,259.53,0.0,0.0,90,Clouds,March,Monday,22
,259.78,0.0,0.0,90,Clouds,March,Monday,23
,259.9,0.0,0.0,90,Clouds,March,Tuesday,0
,259.77,0.0,0.0,90,Clouds,March,Tuesday,1
,259.77,0.0,0.0,90,Clouds,March,Tuesday,2
,259.65,0.0,0.0,90,Clouds,March,Tuesday,3
,259.65,0.0,0.0,90,Clouds,March,Tuesday,4
,259.65,0.0,0.0,90,Clouds,March,Tuesday,5
,259.77,0.0,0.0,90,Clouds,March,Tuesday,6
,259.9,0.0,0.0,90,Clouds,March,Tuesday,7
,260.15,0.0,0.0,90,Clouds,March,Tuesday,8
,261.15,0.0,0.0,90,Clouds,March,Tuesday,9
,262.15,0.0,0.0,90,Clouds,March,Tuesday,10
,263.15,0.0,0.0,90,Clouds,March,Tuesday,11
,264.15,0.0,0.0,90,Clouds,March,Tuesday,12
,264.65,0.0,0.0,90,Clouds,March,Tuesday,13
,264.81,0.0,0.0,90,Clouds,March,Tuesday,14
,264.9,0.0,0.0,90,Clouds,March,Tuesday,20
,264.58,0.0,0.0,90,Clouds,March,Tuesday,21
,264.58,0.0,0.0,90,Clouds,March,Tuesday,22
,264.58,0.0,0.0,90,Clouds,March,Tuesday,23
,264.29,0.0,0.0,90,Clouds,March,Wednesday,0
,264.44,0.0,0.0,90,Clouds,March,Wednesday,1
,264.29,0.0,0.0,90,Clouds,March,Wednesday,2
,263.86,0.0,0.0,90,Clouds,March,Wednesday,3
,263.86,0.0,0.0,90,Clouds,March,Wednesday,4
,262.77,0.0,0.0,75,Clouds,March,Wednesday,5
,261.02,0.0,0.0,40,Clouds,March,Wednesday,6
,260.77,0.0,0.0,75,Clouds,March,Wednesday,7
,261.86,0.0,0.0,20,Clouds,March,Wednesday,8
,263.58,0.0,0.0,20,Clouds,March,Wednesday,9
,264.89,0.0,0.0,20,Clouds,March,Wednesday,10
,266.29,0.0,0.0,1,Clear,March,Wednesday,11
,267.15,0.0,0.0,20,Clouds,March,Wednesday,12
,268.03,0.0,0.0,1,Clear,March,Wednesday,13
,268.73,0.0,0.0,1,Clear,March,Wednesday,14
,268.87,0.0,0.0,20,Clouds,March,Wednesday,15
,268.72,0.0,0.0,1,Clear,March,Wednesday,16
,268.15,0.0,0.0,20,Clouds,March,Wednesday,17
,266.72,0.0,0.0,20,Clouds,March,Wednesday,18
,265.72,0.0,0.0,1,Clear,March,Wednesday,19
,264.86,0.0,0.0,1,Clear,March,Wednesday,20
,264.52,0.0,0.0,1,Clear,March,Wednesday,21
,264.43,0.0,0.0,1,Clear,March,Wednesday,22
,263.39,0.0,0.0,20,Clouds,March,Wednesday,23
,263.29,0.0,0.0,20,Clouds,March,Thursday,0
,263.01,0.0,0.0,20,Clouds,March,Thursday,1
,263.02,0.0,0.0,75,Clouds,March,Thursday,2
,262.91,0.0,0.0,40,Clouds,March,Thursday,3
,263.41,0.0,0.0,90,Clouds,March,Thursday,4
,263.41,0.0,0.0,90,Clouds,March,Thursday,5
,263.53,0.0,0.0,1,Clear,March,Thursday,6
,264.28,0.0,0.0,90,Clouds,March,Thursday,7
,264.9,0.0,0.0,75,Clouds,March,Thursday,8
,265.9,0.0,0.0,75,Clouds,March,Thursday,9
,267.29,0.0,0.0,90,Clouds,March,Thursday,10
,268.15,0.0,0.0,90,Clouds,March,Thursday,11
,269.3,0.0,0.0,90,Clouds,March,Thursday,12
,269.66,0.0,0.0,90,Clouds,March,Thursday,13
,270.3,0.0,0.0,90,Clouds,March,Thursday,14
,270.3,0.0,0.0,90,Clouds,March,Thursday,15
,270.3,0.0,0.0,90,Clouds,March,Thursday,16
,270.03,0.0,0.0,90,Clouds,March,Thursday,17
,269.78,0.0,0.0,90,Clouds,March,Thursday,18
,269.4,0.0,0.0,90,Clouds,March,Thursday,19
,269.4,0.0,0.0,75,Clouds,March,Thursday,20
,268.78,0.0,0.0,20,Clouds,March,Thursday,21
,268.28,0.0,0.0,1,Clear,March,Thursday,22
,268.53,0.0,0.0,75,Clouds,March,Thursday,23
,269.29,0.0,0.0,1,Clear,March,Friday,0
,269.78,0.0,0.0,90,Clouds,March,Friday,1
,270.53,0.0,0.0,90,Clouds,March,Friday,2
,270.53,0.0,0.0,90,Clouds,March,Friday,3
,270.78,0.0,0.0,75,Clouds,March,Friday,4
,271.03,0.0,0.0,90,Clouds,March,Friday,5
,271.03,0.0,0.0,75,Clouds,March,Friday,6
,271.03,0.0,0.0,90,Clouds,March,Friday,7
,272.15,0.0,0.0,90,Clouds,March,Friday,8
,273.02,0.0,0.0,90,Clouds,March,Friday,9
,273.39,0.0,0.0,90,Clouds,March,Friday,10
,273.14,0.0,0.0,90,Clouds,March,Friday,11
,272.77,0.0,0.0,90,Clouds,March,Friday,12
,272.52,0.0,0.0,90,Clouds,March,Friday,13
,272.02,0.0,0.0,90,Clouds,March,Friday,14
,272.02,0.0,0.0,90,Clouds,March,Friday,15
,271.65,0.0,0.0,90,Clouds,March,Friday,16
,271.4,0.0,0.0,90,Clouds,March,Friday,17
,270.9,0.0,0.0,90,Clouds,March,Friday,18
,270.77,0.0,0.0,90,Clouds,March,Friday,19
,270.02,0.0,0.0,90,Clouds,March,Friday,20
,269.39,0.0,0.0,90,Clouds,March,Friday,21
,268.64,0.0,0.0,40,Clouds,March,Friday,22
,268.64,0.0,0.0,90,Clouds,March,Friday,23
,268.64,0.0,0.0,90,Clouds,March,Saturday,0
,267.89,0.0,0.0,90,Clouds,March,Saturday,1
,267.01,0.0,0.0,90,Clouds,March,Saturday,2
,266.14,0.0,0.0,90,Clouds,March,Saturday,3
,265.01,0.0,0.0,20,Clouds,March,Saturday,4
,264.42,0.0,0.0,20,Clouds,March,Saturday,5
,263.42,0.0,0.0,1,Clear,March,Saturday,6
,262.71,0.0,0.0,20,Clouds,March,Saturday,7
,264.14,0.0,0.0,20,Clouds,March,Saturday,8
,265.52,0.0,0.0,20,Clouds,March,Saturday,9
,267.02,0.0,0.0,20,Clouds,March,Saturday,10
,268.15,0.0,0.0,20,Clouds,March,Saturday,11
,269.29,0.0,0.0,20,Clouds,March,Saturday,12
,270.27,0.0,0.0,20,Clouds,March,Saturday,13
,270.27,0.0,0.0,20,Clouds,March,Saturday,14
,270.72,0.0,0.0,20,Clouds,March,Saturday,15
,270.58,0.0,0.0,75,Clouds,March,Saturday,16
,270.15,0.0,0.0,20,Clouds,March,Saturday,17
,268.72,0.0,0.0,1,Clear,March,Saturday,18
,267.14,0.0,0.0,1,Clear,March,Saturday,19
,266.64,0.0,0.0,1,Clear,March,Saturday,20
,265.77,0.0,0.0,1,Clear,March,Saturday,21
,265.27,0.0,0.0,1,Clear,March,Saturday,22
,264.77,0.0,0.0,1,Clear,March,Saturday,23
,264.65,0.0,0.0,1,Clear,March,Sunday,0
,264.39,0.0,0.0,1,Clear,March,Sunday,1
,264.9,0.0,0.0,1,Clear,March,Sunday,3
,265.65,0.0,0.0,1,Clear,March,Sunday,4
,266.15,0.0,0.0,75,Clouds,March,Sunday,5
,267.52,0.0,0.0,90,Clouds,March,Sunday,6
,268.86,0.0,0.0,90,Clouds,March,Sunday,7
,269.59,0.0,0.0,90,Clouds,March,Sunday,8
,270.87,0.0,0.0,90,Clouds,March,Sunday,9
,272.28,0.0,0.0,90,Clouds,March,Sunday,10
,274.02,0.0,0.0,90,Clouds,March,Sunday,11
,275.9,0.0,0.0,90,Clouds,March,Sunday,12
,277.15,0.0,0.0,90,Clouds,March,Sunday,13
,278.78,0.0,0.0,90,Clouds,March,Sunday,14
,279.28,0.0,0.0,90,Clouds,March,Sunday,15
,279.28,0.0,0.0,90,Clouds,March,Sunday,16
,279.4,0.0,0.0,90,Clouds,March,Sunday,17
,279.15,0.0,0.0,90,Clouds,March,Sunday,18
,278.58,0.0,0.0,90,Clouds,March,Sunday,19
,277.27,0.0,0.0,90,Clouds,March,Sunday,20
,277.27,0.0,0.0,90,Clouds,March,Sunday,21
,276.9,0.0,0.0,90,Clouds,March,Sunday,22
,276.28,0.0,0.0,90,Clouds,March,Sunday,23
,276.4,0.0,0.0,75,Clouds,March,Monday,0
,275.65,0.0,0.0,75,Clouds,March,Monday,1
,274.52,0.0,0.0,20,Clouds,March,Monday,2
,273.78,0.0,0.0,20,Clouds,March,Monday,3
,274.53,0.0,0.0,1,Clear,March,Monday,4
,275.72,0.0,0.0,1,Clear,March,Monday,5
,276.01,0.0,0.0,1,Clear,March,Monday,6
,276.58,0.0,0.0,20,Clouds,March,Monday,7
,276.28,0.0,0.0,40,Clouds,March,Monday,8
,278.44,0.0,0.0,40,Clouds,March,Monday,9
,280.58,0.0,0.0,40,Clouds,March,Monday,10
,281.65,0.0,0.0,40,Clouds,March,Monday,11
,281.77,0.0,0.0,75,Clouds,March,Monday,12
,282.29,0.0,0.0,75,Clouds,March,Monday,13
,282.15,0.0,0.0,1,Clear,March,Monday,14
,282.72,0.0,0.0,1,Clear,March,Monday,15
,282.15,0.0,0.0,1,Clear,March,Monday,16
,282.01,0.0,0.0,90,Clouds,March,Monday,17
,281.14,0.0,0.0,90,Clouds,March,Monday,18
,280.15,0.0,0.0,90,Clouds,March,Monday,19
,279.58,0.0,0.0,75,Clouds,March,Monday,20
,279.29,0.0,0.0,90,Clouds,March,Monday,21
,278.58,0.0,0.0,90,Clouds,March,Monday,22
,278.15,0.0,0.0,90,Clouds,March,Monday,23
,277.65,0.0,0.0,90,Clouds,March,Tuesday,0
,278.15,0.0,0.0,90,Clouds,March,Tuesday,1
,277.96,0.0,0.0,90,Clouds,March,Tuesday,2
,277.66,0.0,0.0,90,Clouds,March,Tuesday,3
,277.17,0.0,0.0,90,Clouds,March,Tuesday,4
,276.62,0.51,0.0,90,Rain,March,Tuesday,5
,276.57,0.25,0.0,90,Rain,March,Tuesday,6
,276.35,0.25,0.0,90,Rain,March,Tuesday,7
,275.96,0.51,0.0,90,Rain,March,Tuesday,8
,276.04,0.0,0.0,90,Clouds,March,Tuesday,9
,276.35,0.0,0.0,90,Clouds,March,Tuesday,10
,276.85,0.0,0.0,90,Clouds,March,Tuesday,11
,277.27,0.0,0.0,90,Clouds,March,Tuesday,12
,277.83,0.0,0.0,90,Clouds,March,Tuesday,13
,278.39,0.0,0.0,90,Clouds,March,Tuesday,14
,278.69,0.0,0.0,90,Clouds,March,Tuesday,15
,278.7,0.0,0.0,75,Clouds,March,Tuesday,16
,278.41,0.0,0.0,75,Clouds,March,Tuesday,17
,277.47,0.0,0.0,75,Clouds,March,Tuesday,18
,276.47,0.0,0.0,75,Clouds,March,Tuesday,19
,275.31,0.0,0.0,75,Clouds,March,Tuesday,20
,274.56,0.0,0.0,40,Clouds,March,Tuesday,21
,273.55,0.0,0.0,20,Clouds,March,Tuesday,22
,272.72,0.0,0.0,20,Clouds,March,Tuesday,23
,271.82,0.0,0.0,20,Clouds,March,Wednesday,0
,270.65,0.0,0.0,20,Clouds,March,Wednesday,1
,269.86,0.0,0.0,20,Clouds,March,Wednesday,2
,268.99,0.0,0.0,20,Clouds,March,Wednesday,3
,268.02,0.0,0.0,20,Clouds,March,Wednesday,4
,266.66,0.0,0.0,20,Clouds,March,Wednesday,5
,265.9,0.0,0.0,1,Clear,March,Wednesday,6
,265.26,0.0,0.0,20,Clouds,March,Wednesday,7
,264.77,0.0,0.0,20,Clouds,March,Wednesday,8
,265.44,0.0,0.0,20,Clouds,March,Wednesday,9
,266.47,0.0,0.0,1,Clear,March,Wednesday,10
,267.21,0.0,0.0,40,Clouds,March,Wednesday,11
,268.34,0.0,0.0,75,Clouds,March,Wednesday,12
,269.15,0.0,0.0,75,Clouds,March,Wednesday,13
,269.94,0.0,0.0,75,Clouds,March,Wednesday,14
,270.29,0.0,0.0,75,Clouds,March,Wednesday,15
,270.67,0.0,0.0,40,Clouds,March,Wednesday,16
,270.77,0.0,0.0,20,Clouds,March,Wednesday,17
,270.57,0.0,0.0,20,Clouds,March,Wednesday,18
,269.85,0.0,0.0,20,Clouds,March,Wednesday,19
,269.4,0.0,0.0,40,Clouds,March,Wednesday,20
,268.8,0.0,0.0,75,Clouds,March,Wednesday,21
,267.48,0.0,0.0,40,Clouds,March,Wednesday,22
,266.88,0.0,0.0,1,Clear,March,Wednesday,23
,266.56,0.0,0.0,20,Clouds,March,Thursday,0
,266.52,0.0,0.0,20,Clouds,March,Thursday,1
,267.63,0.0,0.0,75,Clouds,March,Thursday,2
,268.42,0.0,0.0,90,Clouds,March,Thursday,3
,269.72,0.0,0.0,90,Clouds,March,Thursday,4
,269.57,0.0,0.0,90,Clouds,March,Thursday,5
,269.3,0.0,0.0,75,Clouds,March,Thursday,6
,268.78,0.0,0.0,20,Clouds,March,Thursday,7
,269.15,0.0,0.0,1,Clear,March,Thursday,8
,271.03,0.0,0.0,1,Clear,March,Thursday,9
,274.29,0.0,0.0,1,Clear,March,Thursday,10
,276.15,0.0,0.0,1,Clear,March,Thursday,11
,278.01,0.0,0.0,1,Clear,March,Thursday,12
,279.78,0.0,0.0,1,Clear,March,Thursday,13
,280.53,0.0,0.0,1,Clear,March,Thursday,14
,281.15,0.0,0.0,1,Clear,March,Thursday,15
,281.78,0.0,0.0,20,Clouds,March,Thursday,16
,281.77,0.0,0.0,20,Clouds,March,Thursday,17
,281.86,0.0,0.0,40,Clouds,March,Thursday,18
,280.89,0.0,0.0,20,Clouds,March,Thursday,19
,280.43,0.0,0.0,20,Clouds,March,Thursday,20
,279.52,0.0,0.0,20,Clouds,March,Thursday,21
,279.27,0.0,0.0,20,Clouds,March,Thursday,22
,279.15,0.0,0.0,75,Clouds,March,Thursday,23
,278.97,0.0,0.0,20,Clouds,March,Friday,0
,279.02,0.0,0.0,20,Clouds,March,Friday,1
,278.65,0.0,0.0,75,Clouds,March,Friday,2
,277.57,0.0,0.0,75,Clouds,March,Friday,3
,277.17,0.0,0.0,75,Clouds,March,Friday,4
,276.82,0.0,0.0,75,Clouds,March,Friday,5
,276.2,0.0,0.0,75,Clouds,March,Friday,6
,276.01,0.0,0.0,75,Clouds,March,Friday,7
,275.72,0.0,0.0,75,Clouds,March,Friday,8
,275.76,0.0,0.0,90,Clouds,March,Friday,9
,276.22,0.0,0.0,75,Clouds,March,Friday,10
,276.96,0.0,0.0,90,Clouds,March,Friday,11
,277.61,0.0,0.0,90,Clouds,March,Friday,12
,277.86,0.0,0.0,90,Clouds,March,Friday,13
,278.34,0.0,0.0,75,Clouds,March,Friday,14
,278.36,0.0,0.0,75,Clouds,March,Friday,15
,277.37,0.0,0.0,75,Clouds,March,Friday,16
,276.67,0.0,0.0,40,Clouds,March,Friday,17
,275.72,0.0,0.0,20,Clouds,March,Friday,18
,274.46,0.0,0.0,1,Clear,March,Friday,19
,273.45,0.0,0.0,1,Clear,March,Friday,20
,272.47,0.0,0.0,1,Clear,March,Friday,21
,271.57,0.0,0.0,1,Clear,March,Friday,22
,270.83,0.0,0.0,20,Clouds,March,Friday,23
,269.66,0.0,0.0,20,Clouds,March,Saturday,0
,269.09,0.0,0.0,1,Clear,March,Saturday,1
,268.38,0.0,0.0,20,Clouds,March,Saturday,2
,267.72,0.0,0.0,75,Clouds,March,Saturday,3
,267.19,0.0,0.0,75,Clouds,March,Saturday,4
,266.38,0.0,0.0,75,Clouds,March,Saturday,5
,266.19,0.0,0.0,40,Clouds,March,Saturday,6
,265.7,0.0,0.0,75,Clouds,March,Saturday,7
,266.03,0.0,0.0,90,Clouds,March,Saturday,8
,266.77,0.0,0.0,90,Clouds,March,Saturday,9
,268.22,0.0,0.0,90,Clouds,March,Saturday,10
,269.78,0.0,0.0,75,Clouds,March,Saturday,11
,270.54,0.0,0.0,75,Clouds,March,Saturday,12
,271.07,0.0,0.0,90,Clouds,March,Saturday,13
,271.48,0.0,0.0,90,Clouds,March,Saturday,14
,271.76,0.0,0.0,90,Clouds,March,Saturday,15
,271.97,0.0,0.0,90,Clouds,March,Saturday,16
,272.05,0.0,0.0,75,Clouds,March,Saturday,17
,271.81,0.0,0.0,75,Clouds,March,Saturday,18
,270.73,0.0,0.0,75,Clouds,March,Saturday,19
,269.8,0.0,0.0,75,Clouds,March,Saturday,20
,269.25,0.0,0.0,75,Clouds,March,Saturday,21
,268.29,0.0,0.0,75,Clouds,March,Saturday,22
,267.3,0.0,0.0,20,Clouds,March,Saturday,23
,266.49,0.0,0.0,1,Clear,March,Sunday,0
,265.64,0.0,0.0,1,Clear,March,Sunday,1
,264.77,0.0,0.0,1,Clear,March,Sunday,2
,263.77,0.0,0.0,1,Clear,March,Sunday,3
,263.58,0.0,0.0,1,Clear,March,Sunday,4
,262.14,0.0,0.0,1,Clear,March,Sunday,5
,261.86,0.0,0.0,1,Clear,March,Sunday,6
,261.29,0.0,0.0,1,Clear,March,Sunday,7
,261.29,0.0,0.0,1,Clear,March,Sunday,8
,262.78,0.0,0.0,1,Clear,March,Sunday,9
,263.97,0.0,0.0,1,Clear,March,Sunday,10
,264.95,0.0,0.0,1,Clear,March,Sunday,11
,266.1,0.0,0.0,1,Clear,March,Sunday,12
,267.5,0.0,0.0,1,Clear,March,Sunday,13
,268.37,0.0,0.0,20,Clouds,March,Sunday,14
,269.14,0.0,0.0,40,Clouds,March,Sunday,15
,269.26,0.0,0.0,75,Clouds,March,Sunday,16
,269.43,0.0,0.0,90,Clouds,March,Sunday,17
,269.23,0.0,0.0,90,Clouds,March,Sunday,18
,268.68,0.0,0.0,90,Clouds,March,Sunday,19
,268.33,0.0,0.0,75,Clouds,March,Sunday,20
,267.96,0.0,0.0,75,Clouds,March,Sunday,21
,267.76,0.0,0.0,75,Clouds,March,Sunday,22
,267.83,0.0,0.0,90,Clouds,March,Sunday,23
,268.13,0.0,0.0,90,Clouds,March,Monday,0
,268.05,0.0,0.0,75,Clouds,March,Monday,1
,268.19,0.0,0.0,90,Clouds,March,Monday,2
,268.39,0.0,0.0,90,Clouds,March,Monday,3
,268.5,0.0,0.0,90,Clouds,March,Monday,4
,268.48,0.0,0.0,90,Clouds,March,Monday,5
,268.72,0.0,0.0,90,Clouds,March,Monday,6
,268.93,0.0,0.0,90,Clouds,March,Monday,7
,269.29,0.0,0.0,90,Clouds,March,Monday,8
,269.37,0.0,0.0,90,Clouds,March,Monday,9
,269.76,0.25,0.0,90,Rain,March,Monday,10
,270.2,0.25,0.0,90,Rain,March,Monday,11
,271.51,0.25,0.0,90,Rain,March,Monday,12
,272.79,0.25,0.0,90,Rain,March,Monday,13
,273.82,0.25,0.0,90,Rain,March,Monday,14
,274.49,0.38,0.0,90,Rain,March,Monday,15
,274.94,0.25,0.0,20,Rain,March,Monday,16
,274.93,0.25,0.0,90,Rain,March,Monday,17
,274.5,0.25,0.0,20,Rain,March,Monday,18
,274.34,0.0,0.0,75,Clouds,March,Monday,19
,273.64,0.0,0.0,40,Clouds,March,Monday,20
,273.36,0.0,0.0,40,Clouds,March,Monday,21
,273.25,0.0,0.0,90,Clouds,March,Monday,22
,272.97,0.0,0.0,90,Clouds,March,Monday,23
,272.71,0.0,0.0,75,Clouds,March,Tuesday,0
,272.35,0.0,0.0,75,Clouds,March,Tuesday,1
,272.28,0.0,0.0,75,Clouds,March,Tuesday,2
,271.94,0.0,0.0,75,Clouds,March,Tuesday,3
,271.99,0.0,0.0,75,Clouds,March,Tuesday,4
,271.98,0.0,0.0,90,Clouds,March,Tuesday,5
,271.97,0.0,0.0,90,Clouds,March,Tuesday,6
,271.83,0.0,0.0,90,Clouds,March,Tuesday,7
,271.48,0.0,0.0,90,Clouds,March,Tuesday,8
,271.7,0.0,0.0,90,Clouds,March,Tuesday,9
,272.81,0.0,0.0,90,Clouds,March,Tuesday,10
,273.3,0.25,0.0,1,Rain,March,Tuesday,11
,274.29,0.25,0.0,90,Rain,March,Tuesday,12
,274.78,0.25,0.0,90,Rain,March,Tuesday,13
,274.88,0.25,0.0,90,Rain,March,Tuesday,14
,274.91,0.0,0.0,90,Clouds,March,Tuesday,15
,275.02,0.25,0.0,90,Rain,March,Tuesday,16
,275.0,0.25,0.0,90,Rain,March,Tuesday,17
,274.07,0.0,0.0,90,Clouds,March,Tuesday,18
,273.08,0.0,0.0,90,Clouds,March,Tuesday,19
,272.51,0.25,0.0,90,Rain,March,Tuesday,20
,272.35,0.51,0.0,90,Rain,March,Tuesday,21
,272.06,0.76,0.0,90,Rain,March,Tuesday,22
,271.71,0.76,0.0,90,Rain,March,Tuesday,23
,271.33,0.25,0.0,90,Rain,March,Wednesday,0
,270.96,0.25,0.0,90,Rain,March,Wednesday,1
,270.69,0.25,0.0,90,Rain,March,Wednesday,2
,270.57,0.0,0.0,90,Clouds,March,Wednesday,3
,270.49,0.0,0.0,90,Clouds,March,Wednesday,4
,270.15,0.0,0.0,90,Clouds,March,Wednesday,5
,270.08,0.25,0.0,90,Rain,March,Wednesday,6
,270.05,0.25,0.0,90,Rain,March,Wednesday,7
,270.35,0.0,0.0,90,Clouds,March,Wednesday,8
,270.68,0.0,0.0,90,Clouds,March,Wednesday,9
,271.71,0.0,0.0,90,Clouds,March,Wednesday,10
,272.73,1.02,0.0,90,Rain,March,Wednesday,11
,273.65,0.54,0.0,90,Rain,March,Wednesday,12
,274.1,0.7,0.0,90,Rain,March,Wednesday,13
,274.4,0.54,0.0,90,Rain,March,Wednesday,14
,274.76,0.48,0.0,90,Rain,March,Wednesday,15
,275.01,0.48,0.0,90,Rain,March,Wednesday,16
,275.2,0.48,0.0,90,Rain,March,Wednesday,17
,275.27,0.29,0.0,90,Rain,March,Wednesday,18
,274.94,0.3,0.0,75,Rain,March,Wednesday,19
,274.3,0.25,0.0,75,Rain,March,Wednesday,20
,273.53,0.0,0.0,75,Clouds,March,Wednesday,21
,272.9,0.0,0.0,75,Clouds,March,Wednesday,22
,271.83,0.0,0.0,40,Clouds,March,Wednesday,23
,270.68,0.0,0.0,20,Clouds,March,Thursday,0
,269.49,0.0,0.0,20,Clouds,March,Thursday,1
,268.87,0.0,0.0,1,Clear,March,Thursday,2
,268.48,0.0,0.0,1,Clear,March,Thursday,3
,268.03,0.0,0.0,40,Clouds,March,Thursday,4
,267.65,0.0,0.0,90,Clouds,March,Thursday,5
,268.98,0.0,0.0,90,Clouds,March,Thursday,6
,268.97,0.0,0.0,40,Clouds,March,Thursday,7
,269.09,0.0,0.0,40,Clouds,March,Thursday,8
,270.61,0.0,0.0,90,Clouds,March,Thursday,9
,272.38,0.25,0.0,75,Rain,March,Thursday,10
,275.32,0.3,0.0,40,Rain,March,Thursday,11
,276.88,0.48,0.0,40,Rain,March,Thursday,12
,277.85,0.4,0.0,40,Rain,March,Thursday,13
,279.01,0.64,0.0,20,Rain,March,Thursday,14
,279.47,0.0,0.0,40,Clouds,March,Thursday,15
,279.6,0.0,0.0,40,Clouds,March,Thursday,16
,279.63,0.0,0.0,40,Clouds,March,Thursday,17
,279.07,0.0,0.0,20,Clouds,March,Thursday,18
,278.37,0.0,0.0,20,Clouds,March,Thursday,19
,276.09,0.0,0.0,20,Clouds,March,Thursday,20
,275.12,0.0,0.0,20,Clouds,March,Thursday,21
,274.54,0.0,0.0,1,Clear,March,Thursday,22
,273.98,0.0,0.0,1,Clear,March,Thursday,23
,273.57,0.0,0.0,1,Clear,March,Friday,0
,272.78,0.0,0.0,1,Clear,March,Friday,1
,272.83,0.0,0.0,75,Clouds,March,Friday,2
,273.09,0.0,0.0,75,Clouds,March,Friday,3
,273.09,0.0,0.0,75,Clouds,March,Friday,4
,273.0,0.0,0.0,90,Clouds,March,Friday,5
,273.22,0.0,0.0,90,Clouds,March,Friday,6
,273.85,0.0,0.0,90,Clouds,March,Friday,7
,274.05,0.0,0.0,90,Clouds,March,Friday,8
,274.57,0.0,0.0,90,Clouds,March,Friday,9
,275.2,0.0,0.0,75,Clouds,March,Friday,10
,277.3,0.0,0.0,90,Clouds,March,Friday,11
,278.64,0.0,0.0,75,Clouds,March,Friday,12
,279.24,0.0,0.0,75,Clouds,March,Friday,13
,278.26,0.0,0.0,90,Clouds,March,Friday,14
,276.73,0.0,0.0,90,Clouds,March,Friday,15
,276.25,0.25,0.0,90,Rain,March,Friday,16
,275.91,0.25,0.0,90,Rain,March,Friday,17
,275.44,0.0,0.0,90,Clouds,March,Friday,18
,274.72,0.0,0.0,90,Clouds,March,Friday,19
,273.87,0.0,0.0,90,Clouds,March,Friday,20
,272.67,0.0,0.0,90,Clouds,March,Friday,21
,271.43,0.0,0.0,90,Clouds,March,Friday,22
,270.22,0.0,0.0,90,Clouds,March,Friday,23
,267.88,0.0,0.0,90,Clouds,March,Saturday,0
,266.18,0.0,0.0,90,Clouds,March,Saturday,1
,264.33,0.0,0.0,20,Clouds,March,Saturday,2
,263.19,0.0,0.0,1,Clear,March,Saturday,3
,262.28,0.0,0.0,1,Clear,March,Saturday,4
,261.51,0.0,0.0,1,Clear,March,Saturday,5
,260.6,0.0,0.0,1,Clear,March,Saturday,6
,260.08,0.0,0.0,20,Clouds,March,Saturday,7
,259.84,0.0,0.0,20,Clouds,March,Saturday,8
,260.33,0.0,0.0,20,Clouds,March,Saturday,9
,261.5,0.0,0.0,20,Clouds,March,Saturday,10
,262.85,0.0,0.0,20,Clouds,March,Saturday,11
,263.9,0.0,0.0,20,Clouds,March,Saturday,12
,265.44,0.0,0.0,20,Clouds,March,Saturday,13
,266.12,0.0,0.0,20,Clouds,March,Saturday,14
,266.76,0.0,0.0,20,Clouds,March,Saturday,15
,266.71,0.0,0.0,20,Clouds,March,Saturday,16
,266.6,0.0,0.0,40,Clouds,March,Saturday,17
,266.42,0.0,0.0,75,Clouds,March,Saturday,18
,265.93,6.6,0.0,75,Rain,March,Saturday,19
,264.83,0.0,0.0,40,Clouds,March,Saturday,20
,264.44,0.0,0.0,20,Clouds,March,Saturday,21
,263.86,0.0,0.0,20,Clouds,March,Saturday,22
,263.24,0.0,0.0,1,Clear,March,Saturday,23
,262.75,0.0,0.0,1,Clear,March,Sunday,0
,262.23,0.0,0.0,1,Clear,March,Sunday,1
,261.45,0.0,0.0,1,Clear,March,Sunday,2
,260.87,0.0,0.0,1,Clear,March,Sunday,3
,260.14,0.0,0.0,1,Clear,March,Sunday,4
,259.86,0.0,0.0,1,Clear,March,Sunday,5
,259.37,0.0,0.0,1,Clear,March,Sunday,6
,259.05,0.0,0.0,1,Clear,March,Sunday,7
,259.92,0.0,0.0,75,Clouds,March,Sunday,8
,262.06,0.0,0.0,40,Clouds,March,Sunday,9
,263.59,0.0,0.0,75,Clouds,March,Sunday,10
,265.16,0.0,0.0,90,Clouds,March,Sunday,11
,266.25,0.0,0.0,90,Clouds,March,Sunday,12
,267.06,0.0,0.0,90,Clouds,March,Sunday,13
,267.89,0.0,0.0,90,Clouds,March,Sunday,14
,268.5,0.0,0.0,90,Clouds,March,Sunday,15
,268.67,0.0,0.0,90,Clouds,March,Sunday,16
,268.99,0.0,0.0,75,Clouds,March,Sunday,17
,268.94,0.0,0.0,75,Clouds,March,Sunday,18
,268.39,0.0,0.0,75,Clouds,March,Sunday,19
,267.65,0.0,0.0,75,Clouds,March,Sunday,20
,266.6,0.0,0.0,75,Clouds,March,Sunday,21
,265.8,0.0,0.0,75,Clouds,March,Sunday,22
,265.16,0.0,0.0,20,Clouds,March,Sunday,23
,264.64,0.0,0.0,90,Clouds,March,Monday,0
